meas N = 3;meas N = 3;meas N = 3
4.950000000E-01;7.243044203E-05;-2.157152879E-07
4.960000000E-01;8.256445748E-05;-2.434361834E-07
4.970000000E-01;9.129521707E-05;-1.603245249E-07
4.980000000E-01;9.873359676E-05;-3.708416507E-07
4.990000000E-01;1.049575592E-04;-3.139092808E-07
5.000000000E-01;1.062481407E-04;-4.490209584E-07
5.010000000E-01;1.064530417E-04;-1.105238989E-07
5.020000000E-01;1.041717208E-04;-5.440895328E-07
5.030000000E-01;9.939234595E-05;-3.072495435E-07
5.040000000E-01;9.400252767E-05;-2.139422409E-07
5.050000000E-01;8.585712987E-05;-2.116968366E-07
5.060000000E-01;7.825434630E-05;-1.688523708E-07
5.070000000E-01;6.940982041E-05;-2.956017844E-07
5.080000000E-01;6.084523354E-05;-2.316898692E-07
5.090000000E-01;5.278695045E-05;-1.768166229E-07
5.100000000E-01;4.535141022E-05;-1.279039322E-07
5.110000000E-01;3.853804167E-05;-1.493778832E-07
5.120000000E-01;3.304980737E-05;-1.270286080E-07
5.130000000E-01;2.804092126E-05;-9.065510423E-08
5.140000000E-01;2.409288782E-05;-7.610397528E-08
5.150000000E-01;2.061004466E-05;-9.694657447E-08
5.160000000E-01;1.624484690E-05;-1.477039565E-07
5.170000000E-01;1.448785197E-05;-9.644130822E-08
5.180000000E-01;1.268680810E-05;-4.522996596E-08
5.190000000E-01;1.225476533E-05;-5.471868871E-08
5.200000000E-01;1.299628572E-05;-4.810594603E-08
5.210000000E-01;1.552121817E-05;1.376847244E-08
5.220000000E-01;2.071185880E-05;-1.874266324E-08
5.230000000E-01;2.783746022E-05;-8.518078241E-08
5.240000000E-01;3.652558373E-05;-1.170160267E-07
5.250000000E-01;4.632222405E-05;-1.422383352E-07
5.260000000E-01;5.653916153E-05;-2.676263245E-07
5.270000000E-01;6.586205115E-05;-3.004724407E-07
5.280000000E-01;7.547457551E-05;-2.350757802E-07
5.290000000E-01;8.381668764E-05;-1.444290174E-07
5.300000000E-01;9.121674110E-05;-3.102184460E-07
5.310000000E-01;9.746644422E-05;-4.256954420E-07
5.320000000E-01;1.026489663E-04;-3.201969385E-07
5.330000000E-01;1.040246467E-04;-1.973681132E-07
5.340000000E-01;1.043595616E-04;-3.203987553E-07
5.350000000E-01;1.030360248E-04;-2.601570566E-07
5.360000000E-01;1.002327977E-04;-4.343259490E-07
5.370000000E-01;9.537333286E-05;-5.716316194E-07
5.380000000E-01;8.947761602E-05;-3.093108779E-07
5.390000000E-01;8.248963351E-05;-2.724544616E-07
5.400000000E-01;7.505831725E-05;-1.493970290E-07
5.410000000E-01;6.730363980E-05;-1.962516730E-07
5.420000000E-01;5.965004230E-05;-2.657450272E-07
5.430000000E-01;5.291489087E-05;-2.331678493E-07
5.440000000E-01;4.573411387E-05;-2.373651462E-07
5.450000000E-01;3.874231214E-05;-1.734683004E-07
5.460000000E-01;3.335229999E-05;-1.339463158E-07
5.470000000E-01;2.857005514E-05;-1.609535556E-07
5.480000000E-01;2.447500397E-05;-1.384850749E-07
5.490000000E-01;2.127960372E-05;-1.003298263E-07
5.500000000E-01;1.761105142E-05;-1.153640356E-07
5.510000000E-01;1.573284211E-05;-1.123716466E-07
5.520000000E-01;1.342798045E-05;-1.148434752E-07
5.530000000E-01;1.151167551E-05;-7.343829246E-08
5.540000000E-01;1.029228086E-05;-3.238468718E-08
5.550000000E-01;9.997556712E-06;-3.459590382E-08
5.560000000E-01;1.051215023E-05;7.727115554E-09
5.570000000E-01;1.239593426E-05;-3.418433733E-09
5.580000000E-01;1.661354327E-05;-2.044472619E-08
5.590000000E-01;2.197359426E-05;2.183549714E-09
5.600000000E-01;2.899414319E-05;-8.409429639E-08
5.610000000E-01;3.723399013E-05;-1.503156031E-07
5.620000000E-01;4.572572491E-05;-6.464883836E-08
5.630000000E-01;5.713513653E-05;-1.848738657E-07
5.640000000E-01;6.282655982E-05;-1.515311986E-07
5.650000000E-01;7.057641371E-05;-2.820841652E-07
5.660000000E-01;7.806943371E-05;-3.126683484E-07
5.670000000E-01;8.527392585E-05;-2.846901164E-07
5.680000000E-01;9.124117102E-05;-2.404561027E-07
5.690000000E-01;9.612323419E-05;-4.901729759E-07
5.700000000E-01;1.008278131E-04;-4.250702787E-07
5.710000000E-01;1.020042308E-04;-4.684581450E-07
5.720000000E-01;1.029271560E-04;-3.019735599E-07
5.730000000E-01;1.020505879E-04;-5.377049950E-07
5.740000000E-01;9.991408716E-05;-1.431267763E-07
5.750000000E-01;9.576040906E-05;-2.358785042E-07
5.760000000E-01;9.125376849E-05;-2.595423101E-07
5.770000000E-01;8.595124346E-05;-2.202570959E-07
5.780000000E-01;7.916545693E-05;-2.987799406E-07
5.790000000E-01;7.255860178E-05;-2.160759486E-07
5.800000000E-01;6.598532723E-05;-1.498754118E-07
5.810000000E-01;5.889875204E-05;-1.792571314E-07
5.820000000E-01;5.212723572E-05;-1.380996930E-07
5.830000000E-01;4.563175094E-05;-1.999769541E-07
5.840000000E-01;3.990704661E-05;-7.338812969E-08
5.850000000E-01;3.411904964E-05;-1.171226614E-07
5.860000000E-01;3.009514159E-05;-3.807837010E-08
5.870000000E-01;2.603806489E-05;-1.225504310E-07
5.880000000E-01;2.275726359E-05;-2.677534593E-08
5.890000000E-01;1.865373729E-05;-8.309199199E-08
5.900000000E-01;1.695782580E-05;-5.561430916E-08
5.910000000E-01;1.500391738E-05;-5.457295526E-08
5.920000000E-01;1.310230216E-05;-8.629333926E-08
5.930000000E-01;1.104738546E-05;-6.913271881E-08
5.940000000E-01;9.195796006E-06;-5.983143784E-08
5.950000000E-01;8.433788322E-06;-6.687736211E-08
5.960000000E-01;7.869895466E-06;-2.005160918E-08
5.970000000E-01;7.833314643E-06;-4.778884617E-09
5.980000000E-01;8.696355038E-06;2.420010839E-08
5.990000000E-01;1.090937169E-05;2.400709077E-08
6.000000000E-01;1.519330072E-05;6.422009957E-09
6.010000000E-01;1.920057031E-05;7.315427404E-09
6.020000000E-01;2.485788108E-05;-4.894594589E-08
6.030000000E-01;3.187485362E-05;-9.936855311E-08
6.040000000E-01;3.852013525E-05;-1.402607747E-07
6.050000000E-01;4.574564662E-05;-1.563215333E-07
6.060000000E-01;5.567979418E-05;-1.551813243E-07
6.070000000E-01;6.042663689E-05;-1.429200210E-07
6.080000000E-01;6.730286705E-05;-2.982232232E-07
6.090000000E-01;7.394139728E-05;-1.689320340E-07
6.100000000E-01;8.042364946E-05;-6.867919070E-08
6.110000000E-01;8.565137623E-05;-2.975802140E-07
6.120000000E-01;9.033832519E-05;-2.211991359E-07
6.130000000E-01;9.431389939E-05;-3.549540651E-07
6.140000000E-01;9.667119599E-05;-2.536406249E-07
6.150000000E-01;9.856556179E-05;-4.631694482E-07
6.160000000E-01;9.916077670E-05;-3.452168196E-07
6.170000000E-01;9.889720631E-05;-3.521040844E-07
6.180000000E-01;9.729216641E-05;-4.013457342E-07
6.190000000E-01;9.496898378E-05;-1.984110753E-07
6.200000000E-01;9.149970515E-05;-3.414006102E-07
6.210000000E-01;8.761201959E-05;-1.324271603E-07
6.220000000E-01;8.271717883E-05;-2.603257565E-07
6.230000000E-01;7.742907541E-05;-3.992247051E-07
6.240000000E-01;7.183666718E-05;-1.878924370E-07
6.250000000E-01;6.568272334E-05;-2.876486413E-07
6.260000000E-01;5.955022226E-05;-1.463935771E-07
6.270000000E-01;5.350992855E-05;-2.766353286E-07
6.280000000E-01;4.775794413E-05;-1.695315806E-07
6.290000000E-01;4.231861413E-05;-1.200482598E-07
6.300000000E-01;3.735177368E-05;-1.488659647E-07
6.310000000E-01;3.277313299E-05;-1.356753158E-07
6.320000000E-01;2.867101243E-05;-1.212403818E-07
6.330000000E-01;2.520836957E-05;-7.030247576E-08
6.340000000E-01;2.201201157E-05;-1.250811871E-07
6.350000000E-01;1.936638185E-05;-6.142854810E-08
6.360000000E-01;1.700102725E-05;-1.040617634E-07
6.370000000E-01;1.500881444E-05;-8.750264285E-08
6.380000000E-01;1.330118824E-05;-7.061259436E-08
6.390000000E-01;1.177131338E-05;-5.881255392E-08
6.400000000E-01;1.042144580E-05;-3.723786568E-08
6.410000000E-01;8.322770505E-06;-5.588947859E-08
6.420000000E-01;7.617488813E-06;-6.562315791E-08
6.430000000E-01;6.853195222E-06;-3.907952306E-08
6.440000000E-01;6.173141401E-06;-3.704187007E-08
6.450000000E-01;5.860864399E-06;-1.491617134E-08
6.460000000E-01;6.134365313E-06;1.884733487E-08
6.470000000E-01;7.270775232E-06;4.626243766E-08
6.480000000E-01;9.457292105E-06;2.335361025E-08
6.490000000E-01;1.280471376E-05;-9.294760069E-09
6.500000000E-01;1.626488541E-05;-2.609496320E-08
6.510000000E-01;2.150009526E-05;-6.630626954E-08
6.520000000E-01;2.670130723E-05;-6.904683291E-08
6.530000000E-01;3.149897228E-05;-1.179672527E-07
6.540000000E-01;3.727123950E-05;-1.319791430E-07
6.550000000E-01;4.324906896E-05;-1.987190570E-07
6.560000000E-01;5.152462124E-05;-2.416253080E-07
6.570000000E-01;5.602767434E-05;-6.492486126E-08
6.580000000E-01;6.175916849E-05;-2.349458933E-07
6.590000000E-01;6.754890637E-05;-2.213454975E-07
6.600000000E-01;7.345866266E-05;-6.122017548E-08
6.610000000E-01;7.842575310E-05;-3.354865968E-07
6.620000000E-01;8.291439982E-05;-1.932301521E-07
6.630000000E-01;8.690194665E-05;-1.437342133E-07
6.640000000E-01;8.993980864E-05;-4.111230744E-07
6.650000000E-01;9.271658340E-05;-2.824249016E-07
6.660000000E-01;9.428213042E-05;-4.514207483E-07
6.670000000E-01;9.549112873E-05;-2.975214148E-07
6.680000000E-01;9.547365751E-05;-3.404494987E-07
6.690000000E-01;9.543485482E-05;-3.360356966E-07
6.700000000E-01;9.383583123E-05;-2.639366048E-07
6.710000000E-01;9.251203584E-05;-3.280052849E-07
6.720000000E-01;8.964822677E-05;-2.222319363E-07
6.730000000E-01;8.662668522E-05;-2.604143897E-07
6.740000000E-01;8.356935666E-05;-3.351033731E-07
6.750000000E-01;7.962820353E-05;-3.966788521E-07
6.760000000E-01;7.503271410E-05;-2.691530803E-07
6.770000000E-01;7.035250066E-05;-1.983435049E-07
6.780000000E-01;6.551714848E-05;-2.949961610E-07
6.790000000E-01;6.041311269E-05;-1.295389871E-07
6.800000000E-01;5.525682550E-05;-2.144469377E-07
6.810000000E-01;5.023793797E-05;-2.254233149E-07
6.820000000E-01;4.462079130E-05;-1.210127107E-07
6.830000000E-01;4.022665407E-05;-1.309382644E-07
6.840000000E-01;3.521109655E-05;-1.597427893E-07
6.850000000E-01;3.112262709E-05;-1.157467781E-07
6.860000000E-01;2.778292676E-05;-9.866891519E-08
6.870000000E-01;2.460873207E-05;-9.669459969E-08
6.880000000E-01;2.163146786E-05;-1.122691135E-07
6.890000000E-01;1.920970038E-05;-7.376416463E-08
6.900000000E-01;1.699675830E-05;-5.773953518E-08
6.910000000E-01;1.514410076E-05;-7.594707986E-08
6.920000000E-01;1.351668659E-05;-6.476643300E-08
6.930000000E-01;1.208770562E-05;-7.506443223E-08
6.940000000E-01;1.080087309E-05;-4.213326764E-08
6.950000000E-01;9.369175212E-06;-4.873110288E-08
6.960000000E-01;8.594951058E-06;-3.920852219E-08
6.970000000E-01;7.605132446E-06;-3.881176890E-08
6.980000000E-01;6.469750654E-06;-4.971181231E-08
6.990000000E-01;5.665588413E-06;-7.011945785E-08
7.000000000E-01;5.142312170E-06;-5.197468422E-08
7.010000000E-01;4.344268156E-06;1.014400082E-09
7.020000000E-01;4.063114638E-06;4.199331353E-09
7.030000000E-01;4.068880989E-06;2.298982700E-08
7.040000000E-01;4.838452972E-06;4.828090299E-08
7.050000000E-01;6.468497351E-06;3.709013414E-08
7.060000000E-01;8.608608207E-06;2.451878033E-08
7.070000000E-01;1.091238513E-05;2.390445024E-08
7.080000000E-01;1.383836811E-05;-1.113426021E-08
7.090000000E-01;1.741007456E-05;-1.706259799E-08
7.100000000E-01;2.275671114E-05;-2.397742035E-08
7.110000000E-01;2.563165255E-05;-2.349884654E-08
7.120000000E-01;2.979458528E-05;-7.169607157E-08
7.130000000E-01;3.439556931E-05;-8.960321083E-08
7.140000000E-01;3.946401439E-05;-9.247892641E-08
7.150000000E-01;4.484317789E-05;-1.027094009E-07
7.160000000E-01;5.102438888E-05;-1.191538530E-07
7.170000000E-01;5.480646082E-05;-1.213065826E-07
7.180000000E-01;5.944022161E-05;-2.853841923E-07
7.190000000E-01;6.443845999E-05;-3.184526917E-07
7.200000000E-01;6.908192420E-05;-9.153392725E-08
7.210000000E-01;7.302098327E-05;-2.532429374E-07
7.220000000E-01;7.695166636E-05;-8.031629033E-08
7.230000000E-01;8.037358193E-05;-3.025215776E-09
7.240000000E-01;8.315376137E-05;-2.209424490E-07
7.250000000E-01;8.577282588E-05;-2.389350050E-07
7.260000000E-01;8.734292855E-05;-3.853667484E-07
7.270000000E-01;8.898481508E-05;-3.904856032E-07
7.280000000E-01;8.957976142E-05;-3.742831011E-07
7.290000000E-01;9.005469969E-05;-3.604880769E-07
7.300000000E-01;8.981695548E-05;-1.899141346E-07
7.310000000E-01;8.913475234E-05;-1.149754633E-07
7.320000000E-01;8.810698875E-05;-2.963433912E-07
7.330000000E-01;8.685595000E-05;-2.508136554E-07
7.340000000E-01;8.526349181E-05;-2.764989274E-07
7.350000000E-01;8.323621173E-05;-3.392326766E-07
7.360000000E-01;8.090282825E-05;-1.794410454E-07
7.370000000E-01;7.838483821E-05;-3.103174702E-07
7.380000000E-01;7.529066932E-05;-1.963054067E-07
7.390000000E-01;7.185143625E-05;-3.081190928E-07
7.400000000E-01;6.818942897E-05;-1.379903381E-07
7.410000000E-01;6.436901639E-05;-2.093188395E-07
7.420000000E-01;6.055332447E-05;-2.898707565E-07
7.430000000E-01;5.586163002E-05;-1.754962857E-07
7.440000000E-01;5.205549498E-05;-1.274742652E-07
7.450000000E-01;4.796014337E-05;-7.978196884E-08
7.460000000E-01;4.382205772E-05;-2.031621045E-07
7.470000000E-01;3.983187968E-05;-1.642837353E-07
7.480000000E-01;3.609747591E-05;-2.278000932E-07
7.490000000E-01;3.248550824E-05;-8.580073270E-08
7.500000000E-01;2.920699055E-05;-1.113649272E-07
7.510000000E-01;2.630438126E-05;-5.960400219E-08
7.520000000E-01;2.346204304E-05;-9.500150882E-08
7.530000000E-01;2.097096585E-05;-1.132774206E-07
7.540000000E-01;1.863656263E-05;-8.128995267E-08
7.550000000E-01;1.665627110E-05;-9.305458755E-08
7.560000000E-01;1.492425334E-05;-5.785004279E-08
7.570000000E-01;1.339124732E-05;-7.412893843E-08
7.580000000E-01;1.202484210E-05;-6.615968437E-08
7.590000000E-01;1.080055269E-05;-6.670114104E-08
7.600000000E-01;9.429585851E-06;-7.439143537E-08
7.610000000E-01;8.785836903E-06;-4.145537821E-08
7.620000000E-01;7.981637170E-06;-5.412878647E-08
7.630000000E-01;7.198561104E-06;-4.767194504E-08
7.640000000E-01;6.506468585E-06;-3.964850363E-08
7.650000000E-01;5.830716971E-06;-4.260092811E-08
7.660000000E-01;5.023889623E-06;-5.201302846E-08
7.670000000E-01;4.213994730E-06;-4.824634008E-08
7.680000000E-01;3.992415553E-06;-4.685603718E-08
7.690000000E-01;3.601996091E-06;-3.623063770E-08
7.700000000E-01;3.131250854E-06;-6.352632996E-09
7.710000000E-01;2.753906240E-06;1.368947956E-08
7.720000000E-01;2.715030173E-06;3.910828679E-08
7.730000000E-01;3.330577573E-06;5.348208234E-08
7.740000000E-01;4.507540813E-06;4.399732712E-08
7.750000000E-01;5.920962952E-06;3.187076518E-08
7.760000000E-01;7.565682085E-06;3.750423243E-08
7.770000000E-01;9.438442983E-06;3.242110733E-08
7.780000000E-01;1.166711705E-05;4.151988148E-09
7.790000000E-01;1.442716301E-05;-1.645837686E-08
7.800000000E-01;1.735446461E-05;-4.459257024E-09
7.810000000E-01;2.149673835E-05;-5.032406793E-08
7.820000000E-01;2.394786966E-05;-5.629689522E-10
7.830000000E-01;2.743543969E-05;-6.122129049E-08
7.840000000E-01;3.078240499E-05;-9.023694140E-08
7.850000000E-01;3.440288937E-05;-1.350540486E-07
7.860000000E-01;3.841321954E-05;-1.100527834E-07
7.870000000E-01;4.252248917E-05;-1.236907021E-07
7.880000000E-01;4.656437700E-05;-1.159506193E-07
7.890000000E-01;5.192891194E-05;-3.687184218E-07
7.900000000E-01;5.485064442E-05;-1.505437947E-07
7.910000000E-01;5.897315064E-05;-6.765830806E-08
7.920000000E-01;6.278017868E-05;-1.909215006E-07
7.930000000E-01;6.584286974E-05;-5.883722997E-08
7.940000000E-01;6.914306849E-05;-2.020746304E-07
7.950000000E-01;7.212505184E-05;-2.959602672E-07
7.960000000E-01;7.469269014E-05;-2.635248077E-07
7.970000000E-01;7.697464196E-05;-3.037315574E-07
7.980000000E-01;7.879186366E-05;-3.244285066E-07
7.990000000E-01;8.036775263E-05;-1.253508223E-07
8.000000000E-01;8.148643840E-05;-1.440980703E-07
8.010000000E-01;8.216134299E-05;-3.993177991E-07
8.020000000E-01;8.253764317E-05;-1.679700892E-07
8.030000000E-01;8.260252635E-05;-4.683577434E-08
8.040000000E-01;8.208174676E-05;-2.316979576E-07
8.050000000E-01;8.141089840E-05;-3.664612150E-07
8.060000000E-01;8.079669762E-05;-3.622743966E-07
8.070000000E-01;7.992048474E-05;-2.913169950E-07
8.080000000E-01;7.888447841E-05;-3.112788453E-07
8.090000000E-01;7.771612207E-05;-2.893619889E-07
8.100000000E-01;7.648375278E-05;-3.610275127E-07
8.110000000E-01;7.526478948E-05;-1.694588249E-07
8.120000000E-01;7.406920491E-05;-2.223768775E-07
8.130000000E-01;7.241909581E-05;-3.766683752E-07
8.140000000E-01;7.063695156E-05;-2.587487270E-07
8.150000000E-01;6.867262215E-05;-3.317812832E-07
8.160000000E-01;6.660913390E-05;-2.038783842E-08
8.170000000E-01;6.427759857E-05;-1.977920265E-07
8.180000000E-01;6.156236226E-05;-1.981912303E-07
8.190000000E-01;5.872658844E-05;-1.830593328E-07
8.200000000E-01;5.554294938E-05;-1.137675233E-07
8.210000000E-01;5.242738912E-05;-2.557134170E-07
8.220000000E-01;4.909116697E-05;-2.557755831E-07
8.230000000E-01;4.581241193E-05;-1.869105951E-07
8.240000000E-01;4.231485764E-05;-1.578317473E-07
8.250000000E-01;3.895779798E-05;-1.438504112E-07
8.260000000E-01;3.581820399E-05;-1.306562685E-07
8.270000000E-01;3.265937826E-05;-1.434854474E-07
8.280000000E-01;2.989186131E-05;-8.663939661E-08
8.290000000E-01;2.700012227E-05;-6.175458151E-08
8.300000000E-01;2.465377358E-05;-8.849094326E-08
8.310000000E-01;2.235290193E-05;-9.177194585E-08
8.320000000E-01;2.033490100E-05;-5.519420758E-08
8.330000000E-01;1.839197392E-05;-8.180978894E-08
8.340000000E-01;1.663583992E-05;-9.313629163E-08
8.350000000E-01;1.497809177E-05;-6.182516805E-08
8.360000000E-01;1.358271577E-05;-7.954935290E-08
8.370000000E-01;1.222084771E-05;-4.285493590E-08
8.380000000E-01;1.111007137E-05;-5.742426036E-08
8.390000000E-01;9.715701361E-06;-6.869239900E-08
8.400000000E-01;9.062437313E-06;-4.452849491E-08
8.410000000E-01;8.300319250E-06;-4.903572832E-08
8.420000000E-01;7.571292143E-06;-4.849354103E-08
8.430000000E-01;6.887170501E-06;-4.312126241E-08
8.440000000E-01;6.292896072E-06;-5.894455149E-08
8.450000000E-01;5.754375277E-06;-4.376467323E-08
8.460000000E-01;5.260055574E-06;-3.682158468E-08
8.470000000E-01;4.657725737E-06;-3.188712043E-08
8.480000000E-01;4.364528639E-06;-3.765959232E-08
8.490000000E-01;3.903347093E-06;-4.330952549E-08
8.500000000E-01;3.400645585E-06;-4.916901714E-08
8.510000000E-01;3.040961391E-06;-4.062221714E-08
8.520000000E-01;2.796346749E-06;-4.827797350E-08
8.530000000E-01;2.530281507E-06;-3.977356407E-08
8.540000000E-01;2.208977791E-06;-1.877014892E-08
8.550000000E-01;1.700190061E-06;2.402093123E-08
8.560000000E-01;1.570503725E-06;4.106698919E-08
8.570000000E-01;1.839300946E-06;5.728843815E-08
8.580000000E-01;2.445658864E-06;5.582610717E-08
8.590000000E-01;3.314384051E-06;4.490503816E-08
8.600000000E-01;4.308648267E-06;3.959757892E-08
8.610000000E-01;5.360134187E-06;5.449058880E-08
8.620000000E-01;6.539305796E-06;5.268829310E-08
8.630000000E-01;8.022926599E-06;4.444268603E-08
8.640000000E-01;1.039894353E-05;1.600835939E-08
8.650000000E-01;1.168818672E-05;-8.691062509E-09
8.660000000E-01;1.374731781E-05;-3.243482493E-08
8.670000000E-01;1.601444592E-05;-9.940864005E-09
8.680000000E-01;1.826272415E-05;-5.503094772E-08
8.690000000E-01;2.156837952E-05;1.320028129E-08
8.700000000E-01;2.309943614E-05;-7.746894275E-08
8.710000000E-01;2.578233447E-05;-7.306097164E-08
8.720000000E-01;2.863920126E-05;-9.059438202E-08
8.730000000E-01;3.149064984E-05;-6.192311648E-08
8.740000000E-01;3.451551001E-05;-7.793461951E-08
8.750000000E-01;3.752477318E-05;-8.265102018E-08
8.760000000E-01;4.054993601E-05;-2.343765769E-07
8.770000000E-01;4.377863645E-05;-1.281403563E-07
8.780000000E-01;4.702087317E-05;-2.420938962E-07
8.790000000E-01;5.108940034E-05;-5.899109871E-08
8.800000000E-01;5.334689970E-05;-1.154543260E-07
8.810000000E-01;5.639946644E-05;-1.054317689E-07
8.820000000E-01;5.897861621E-05;-1.150282408E-07
8.830000000E-01;6.162237474E-05;-2.574005860E-07
8.840000000E-01;6.412222209E-05;-3.233684522E-07
8.850000000E-01;6.637129793E-05;-1.872308634E-07
8.860000000E-01;6.801627930E-05;-1.414483895E-07
8.870000000E-01;6.979944019E-05;-1.735329919E-07
8.880000000E-01;7.118456299E-05;-2.964881128E-07
8.890000000E-01;7.229227222E-05;-3.042905670E-07
8.900000000E-01;7.308443272E-05;-1.892437609E-07
8.910000000E-01;7.354395156E-05;-4.203984394E-07
8.920000000E-01;7.392376887E-05;-2.555729527E-07
8.930000000E-01;7.401503627E-05;-1.680023719E-07
8.940000000E-01;7.369821131E-05;-1.272370968E-07
8.950000000E-01;7.305298856E-05;-2.580163760E-07
8.960000000E-01;7.213443637E-05;-2.309226949E-07
8.970000000E-01;7.115875154E-05;-5.696077872E-08
8.980000000E-01;7.030198683E-05;-2.087542082E-07
8.990000000E-01;6.886068828E-05;-3.627076130E-07
9.000000000E-01;6.793185870E-05;-2.484816979E-07
9.010000000E-01;6.676410068E-05;-1.500296760E-07
9.020000000E-01;6.568040879E-05;-1.975329502E-07
9.030000000E-01;6.499191483E-05;-2.343669373E-07
9.040000000E-01;6.427406254E-05;-1.004045168E-07
9.050000000E-01;6.378389934E-05;-1.448883105E-07
9.060000000E-01;6.332023186E-05;-1.887475486E-07
9.070000000E-01;6.292450831E-05;-1.430185736E-07
9.080000000E-01;6.270980726E-05;-3.202385111E-07
9.090000000E-01;6.216195122E-05;-2.912915345E-07
9.100000000E-01;6.155417181E-05;-3.496231959E-07
9.110000000E-01;6.094728436E-05;-2.236700504E-07
9.120000000E-01;5.984499685E-05;-2.212837756E-07
9.130000000E-01;5.857446838E-05;-1.060852451E-07
9.140000000E-01;5.719641937E-05;-4.881327166E-08
9.150000000E-01;5.540954306E-05;-2.268241322E-07
9.160000000E-01;5.334639765E-05;-2.839538509E-07
9.170000000E-01;5.089959648E-05;-2.797513763E-07
9.180000000E-01;4.856327699E-05;-2.430293669E-07
9.190000000E-01;4.597191776E-05;-7.277650707E-08
9.200000000E-01;4.323754525E-05;-8.930015921E-08
9.210000000E-01;4.044558139E-05;-2.004208058E-07
9.220000000E-01;3.774351970E-05;-8.668482843E-08
9.230000000E-01;3.501917368E-05;-1.828475841E-07
9.240000000E-01;3.215925367E-05;-9.612903710E-08
9.250000000E-01;2.998642836E-05;-7.165422589E-08
9.260000000E-01;2.763835891E-05;-1.437891829E-07
9.270000000E-01;2.552985475E-05;-9.714761782E-08
9.280000000E-01;2.352104603E-05;-1.554088562E-07
9.290000000E-01;2.171995085E-05;-6.910264029E-08
9.300000000E-01;1.988123920E-05;-6.876586762E-08
9.310000000E-01;1.837005281E-05;-9.546825863E-08
9.320000000E-01;1.685023623E-05;-7.704162586E-08
9.330000000E-01;1.549846685E-05;-7.731340225E-08
9.340000000E-01;1.423981406E-05;-8.342220518E-08
9.350000000E-01;1.288434981E-05;-5.935107568E-08
9.360000000E-01;1.201649876E-05;-7.185614043E-08
9.370000000E-01;1.092868267E-05;-8.542552403E-08
9.380000000E-01;9.653187449E-06;-6.322236505E-08
9.390000000E-01;9.047930507E-06;-6.270071906E-08
9.400000000E-01;8.329844233E-06;-3.956432468E-08
9.410000000E-01;7.573671168E-06;-5.124022877E-08
9.420000000E-01;6.932061377E-06;-6.666971005E-08
9.430000000E-01;6.323228127E-06;-2.937295951E-08
9.440000000E-01;5.802851221E-06;-5.535889848E-08
9.450000000E-01;5.319493677E-06;-4.315717585E-08
9.460000000E-01;4.776343868E-06;-3.387942306E-08
9.470000000E-01;4.528154098E-06;-2.219960776E-08
9.480000000E-01;4.152039718E-06;-3.967017771E-08
9.490000000E-01;3.796598567E-06;-3.718057027E-08
9.500000000E-01;3.477338365E-06;-3.511705972E-08
9.510000000E-01;3.223067669E-06;-3.179414125E-08
9.520000000E-01;2.972980959E-06;-3.084643764E-08
9.530000000E-01;2.717389203E-06;-3.041489387E-08
9.540000000E-01;2.404594282E-06;-3.482828216E-08
9.550000000E-01;2.150184031E-06;-3.103682676E-08
9.560000000E-01;1.899733635E-06;-3.741606965E-08
9.570000000E-01;1.771028865E-06;-4.189619302E-08
9.580000000E-01;1.641013275E-06;-3.452923925E-08
9.590000000E-01;1.424906501E-06;-1.922318110E-08
9.600000000E-01;1.135043074E-06;4.486041582E-09
9.610000000E-01;8.301661439E-07;3.886957746E-08
9.620000000E-01;7.989706772E-07;5.360207789E-08
9.630000000E-01;9.801972721E-07;6.249595775E-08
9.640000000E-01;1.419451844E-06;6.132848605E-08
9.650000000E-01;1.966504291E-06;5.684358856E-08
9.660000000E-01;2.535704564E-06;5.133335720E-08
9.670000000E-01;3.135368474E-06;4.729376346E-08
9.680000000E-01;3.834362766E-06;4.541985992E-08
9.690000000E-01;4.887487074E-06;3.309604616E-08
9.700000000E-01;5.546954326E-06;3.782734580E-08
9.710000000E-01;6.585633591E-06;2.166953282E-08
9.720000000E-01;7.850191462E-06;2.209900106E-08
9.730000000E-01;9.703747502E-06;9.284119455E-09
9.740000000E-01;1.060796237E-05;-1.510020101E-09
9.750000000E-01;1.198426223E-05;1.835523033E-08
9.760000000E-01;1.347821805E-05;-1.755914761E-08
9.770000000E-01;1.503456815E-05;-2.201624409E-08
9.780000000E-01;1.668271500E-05;-1.574945419E-08
9.790000000E-01;1.840745938E-05;-1.493710513E-08
9.800000000E-01;2.086850330E-05;-9.294309222E-08
9.810000000E-01;2.218428682E-05;-3.585149638E-08
9.820000000E-01;2.400585200E-05;-9.334640582E-08
9.830000000E-01;2.600501756E-05;-4.995082865E-08
9.840000000E-01;2.809510912E-05;-5.702548031E-08
9.850000000E-01;3.031914615E-05;-1.281691546E-07
9.860000000E-01;3.249591812E-05;-7.128162604E-08
9.870000000E-01;3.486423118E-05;-1.019677416E-07
9.880000000E-01;3.726849517E-05;-7.529446990E-08
9.890000000E-01;3.966068524E-05;-1.113368707E-07
9.900000000E-01;4.222532993E-05;-1.242905191E-07
9.910000000E-01;4.458973292E-05;-1.029531119E-07
9.920000000E-01;4.706734974E-05;-1.404233452E-07
9.930000000E-01;5.020920672E-05;-2.506691941E-07
9.940000000E-01;5.183217064E-05;-2.602596972E-07
9.950000000E-01;5.394141592E-05;-1.236118973E-07
